,beach_address,beach_name,country_state,country,latitude,longitude,postal_code,formatted_address,location_type,Img url
163,South Passage south of Coral Bay Western Australia AUSTRALIA,South Passage,Western Australia,AUSTRALIA,-23.1436708,113.7715359,6701,"Coral Bay WA 6701, Australia",APPROXIMATE,
164,Tathra New South Wales AUSTRALIA,Tathra,New South Wales,AUSTRALIA,-36.7360215,149.9674229,2550,"Tathra NSW 2550, Australia",APPROXIMATE,
165,Off Dawesville Cut Western Australia AUSTRALIA,Off Dawesville Cut,Western Australia,AUSTRALIA,-32.6070192,115.6397667,Australia,"Dawesville Channel, Dawesville WA 6211, Australia",APPROXIMATE,
169,Goldsmith Beach Yorke Peninsula South Australia AUSTRALIA,Goldsmith Beach,South Australia,AUSTRALIA,-35.1515337,137.6854778,Australia,"Goldsmith Beach, Honiton SA 5576, Australia",APPROXIMATE,
170,Umina Beach New South Wales AUSTRALIA,Umina Beach,New South Wales,AUSTRALIA,-33.528746,151.307503,Australia,"Umina, Umina Beach NSW 2257, Australia",APPROXIMATE,
171,Shelly Beach near Port Macquarie New South Wales AUSTRALIA,Shelly Beach,New South Wales,AUSTRALIA,-31.4540324,152.9314408,Australia,"Shelly Beach, Port Macquarie NSW 2444, Australia",APPROXIMATE,
172,Riecks Point Campbell’s Beach New South Wales AUSTRALIA,Riecks Point,New South Wales,AUSTRALIA,-30.2379185,153.1521762,Australia,"Riecks Point, Sapphire Beach NSW 2450, Australia",APPROXIMATE,
174,Trigg Beach Perth Western Australia AUSTRALIA,Trigg Beach,Western Australia,AUSTRALIA,-31.8779189,115.7517755,,,APPROXIMATE,
175,Turquoise Bay Western Australia AUSTRALIA,Turquoise Bay,Western Australia,AUSTRALIA,-22.0963889,113.8894444,,,APPROXIMATE,
176,Little Island near Hillarys Western Australia AUSTRALIA,Little Island,Western Australia,AUSTRALIA,-31.8123368,115.7091154,,,APPROXIMATE,
177,South Narrabeen Beach New South Wales AUSTRALIA,South Narrabeen Beach,New South Wales,AUSTRALIA,-33.7095423,151.3033826,,,APPROXIMATE,
178,Off Poison Creek Cape Arid Western Australia AUSTRALIA,Off Poison Creek,Western Australia,AUSTRALIA,-33.9036415,123.3512705,Australia,"Poison Creek Campsite, Cape Arid WA 6452, Australia",GEOMETRIC_CENTER,
179,Smiths New South Wales AUSTRALIA,Smiths,New South Wales,AUSTRALIA,-31.2532183,146.921099,,,APPROXIMATE,
181,Target Beach New South Wales AUSTRALIA,Target Beach,New South Wales,AUSTRALIA,-35.0712278,150.7829962,Australia,"Target Beach, Beecroft Peninsula NSW 2540, Australia",APPROXIMATE,
182,Emerald Beach New South Wales AUSTRALIA,Emerald Beach,New South Wales,AUSTRALIA,-30.1574794,153.1501948,2456,"Emerald Beach NSW 2456, Australia",APPROXIMATE,
183,Crowdy Head New South Wales AUSTRALIA,Crowdy Head,New South Wales,AUSTRALIA,-31.8443241,152.7265099,2427,"Crowdy Head NSW 2427, Australia",APPROXIMATE,
184,Perth Western Australia AUSTRALIA,Perth,Western Australia,AUSTRALIA,-31.9505269,115.8604572,,,APPROXIMATE,
185,Terrigal Beach New South Wales AUSTRALIA,Terrigal Beach,New South Wales,AUSTRALIA,-33.4461804,151.4447377,2260,"Terrigal Beach, New South Wales 2260, Australia",APPROXIMATE,
186,African Reef off Geraldton Western Australia AUSTRALIA,African Reef off Geraldton,Western Australia,AUSTRALIA,-28.802443,114.6185221,City of Greater Geraldton,"The African Reef, 5 Broadhead Ave, Rangeway WA 6530, Australia",ROOFTOP,
187,Cape Nelson Victoria AUSTRALIA,Cape Nelson,Victoria,AUSTRALIA,-38.3847394,141.565049,3305,"Cape Nelson Rd, Victoria 3305, Australia",GEOMETRIC_CENTER,Cape Nelson
188,Noosa Queensland AUSTRALIA,Noosa,Queensland,AUSTRALIA,-26.3645433,152.9676695,,,APPROXIMATE,
189,Bullcock Beach Queensland AUSTRALIA,Bullcock Beach,Queensland,AUSTRALIA,-26.8069452,153.131696,4551,"Bulcock Beach, Queensland 4551, Australia",APPROXIMATE,
190,Near Legendre Island Western Australia AUSTRALIA,Near Legendre Island,Western Australia,AUSTRALIA,-20.3853568,116.8763104,Australia,"Legendre Island, Dampier Archipelago WA 6713, Australia",APPROXIMATE,
191,Between Dee Why and Long Reef New South Wales AUSTRALIA,Between Dee Why and Long Reef,New South Wales,AUSTRALIA,-33.7460834,151.3040716,,,APPROXIMATE,
192,Kylies Beach Diamond Head New South Wales AUSTRALIA,Kylie's Beach,New South Wales,AUSTRALIA,-31.7353031,152.7916418,New South Wales,"Kylies Beach campground, Metcalfes Walk, Crowdy Bay National Park NSW 2443, Australia",GEOMETRIC_CENTER,
194,Green Island New South Wales AUSTRALIA,Green Island,New South Wales,AUSTRALIA,-35.2721138,150.5160592,,,APPROXIMATE,
195,Mooloolaba Queensland AUSTRALIA,Mooloolaba,Queensland,AUSTRALIA,-26.682,153.118,4557,"Mooloolaba QLD 4557, Australia",APPROXIMATE,
196,Mullaloo Beach Perth Western Australia AUSTRALIA,Mullaloo Beach,Western Australia,AUSTRALIA,-31.7789355,115.7325558,,,APPROXIMATE,
197,Red Bluff near Quobba Station Western Australia AUSTRALIA,Red Bluff near Quobba Station,Western Australia,AUSTRALIA,-24.05,113.4,,,APPROXIMATE,
198,Ocean Reef Western Australia AUSTRALIA,Ocean Reef,Western Australia,AUSTRALIA,-31.7600517,115.7332807,6027,"Ocean Reef WA 6027, Australia",APPROXIMATE,
199,Streaky Bay South Australia AUSTRALIA,Streaky Bay,South Australia,AUSTRALIA,-32.797222,134.211111,5680,"Streaky Bay SA 5680, Australia",APPROXIMATE,
200,Off Wedge Island Western Australia AUSTRALIA,Off Wedge Island,Western Australia,AUSTRALIA,-30.8277891,115.1879896,,,APPROXIMATE,
201,Ships Graveyard off Point Lonsdale Victoria AUSTRALIA,Ship's Graveyard off Point Lonsdale,Victoria,AUSTRALIA,-38.283333,144.6,,,APPROXIMATE,Ship's Graveyard off Point Lonsdal beach
202,South Cape Bay Tasmania AUSTRALIA,South Cape Bay,Tasmania,AUSTRALIA,-43.63,146.79,,,APPROXIMATE,
204,Port Campbell Victoria AUSTRALIA,Port Campbell,Victoria,AUSTRALIA,-38.6191008,142.9961352,3269,"Port Campbell VIC 3269, Australia",APPROXIMATE,Port Campbell
205,Redhead Beach Newcastle New South Wales AUSTRALIA,Redhead Beach,New South Wales,AUSTRALIA,-33.0204805,151.7091512,,,APPROXIMATE,
206,Dolphin Bay Innes National Park South Australia AUSTRALIA,Dolphin Bay,South Australia,AUSTRALIA,-35.2367081,136.897156,Australia,"Innes National Park, Inneston SA 5577, Australia",GEOMETRIC_CENTER,
207,Stratham Beach Western Australia AUSTRALIA,Stratham Beach,Western Australia,AUSTRALIA,-33.4665674,115.5602443,,,APPROXIMATE,
208,Kalbarri Western Australia AUSTRALIA,Kalbarri,Western Australia,AUSTRALIA,-27.7104192,114.1646201,6536,"Kalbarri WA 6536, Australia",APPROXIMATE,
209,Nobbys Beach Queensland AUSTRALIA,Nobby's Beach,Queensland,AUSTRALIA,-28.0534335,153.4410418,,,APPROXIMATE,
210,Shipwreck Cove Melbourne Aquarium Victoria AUSTRALIA,Shipwreck Cove,Victoria,AUSTRALIA,-37.8206295,144.9582175,Australia,"King Street corner, Flinders St, Melbourne VIC 3000, Australia",GEOMETRIC_CENTER,Shipwreck Cove
211,Broughton Island New South Wales AUSTRALIA,Broughton Island,New South Wales,AUSTRALIA,-32.6157855,152.3139827,,,APPROXIMATE,
212,Wurtulla Queensland AUSTRALIA,Wurtulla,Queensland,AUSTRALIA,-26.757,153.126,4575,"Wurtulla QLD 4575, Australia",APPROXIMATE,
214,Redhead Beach New South Wales AUSTRALIA,Redhead Beach,New South Wales,AUSTRALIA,-33.0204805,151.7091512,,,APPROXIMATE,
215,North Avoca Beach New South Wales AUSTRALIA,North Avoca Beach,New South Wales,AUSTRALIA,-33.4608015,151.4379276,,,APPROXIMATE,
216,Duranbah Queensland AUSTRALIA,Duranbah,Queensland,AUSTRALIA,-28.316667,153.533333,2487,"Duranbah NSW 2487, Australia",APPROXIMATE,
217,Angourie New South Wales AUSTRALIA,Angourie,New South Wales,AUSTRALIA,-29.479167,153.359444,2464,"Angourie NSW 2464, Australia",APPROXIMATE,
218,Maroubra New South Wales AUSTRALIA,Maroubra,New South Wales,AUSTRALIA,-33.9495,151.2437,2035,"Maroubra NSW 2035, Australia",APPROXIMATE,
219,Bushy Ilet Queensland AUSTRALIA,Bushy Ilet,Queensland,AUSTRALIA,-20.9539613,150.0725668,4805,"Bushy Islet, Queensland 4805, Australia",APPROXIMATE,
220,Broken Head New South Wales AUSTRALIA,Broken Head,New South Wales,AUSTRALIA,-28.7264578,153.5983166,,,APPROXIMATE,
221,Peregian Queensland AUSTRALIA,Peregian,Queensland,AUSTRALIA,-26.480556,153.095556,,,APPROXIMATE,
223,Elwood Beach Victoria AUSTRALIA,Elwood Beach,Victoria,AUSTRALIA,-37.8902265,144.9845562,,,APPROXIMATE,Elwood Beach
224,Cottesloe Beach Western Australia AUSTRALIA,Cottesloe Beach,Western Australia,AUSTRALIA,-31.9938622,115.7510477,,,APPROXIMATE,
225,Bunker Bay Western Australia AUSTRALIA,Bunker Bay,Western Australia,AUSTRALIA,-33.5426804,115.0391851,,,APPROXIMATE,
226,Fantome Island Queensland AUSTRALIA,Fantome Island,Queensland,AUSTRALIA,-18.6932861,146.5196111,4816,"Fantome Island, Palm Island QLD 4816, Australia",APPROXIMATE,
227,Red Bluffs Western Australia AUSTRALIA,Red Bluffs,Western Australia,AUSTRALIA,-18.8,126.4666667,Australia,"Red Bluffs, Mueller Ranges WA 6770, Australia",APPROXIMATE,
229,Jimmys Beach Port Stephens New South Wales AUSTRALIA,Jimmys Beach,New South Wales,AUSTRALIA,-32.6790132,152.1762756,,,APPROXIMATE,
230,Tallow Beach Byron Bay New South Wales AUSTRALIA,Tallow Beach,New South Wales,AUSTRALIA,-28.6524251,153.6279337,Australia,"Tallow Beach, Byron Bay NSW 2481, Australia",APPROXIMATE,
231,Between Queensland AUSTRALIA,Between,Queensland,AUSTRALIA,-20.9175738,142.7027956,,,APPROXIMATE,
232,Off Perforated Island near Coffin Bay South Australia AUSTRALIA,Off Perforated Island near Coffin Bay,South Australia,AUSTRALIA,-34.726845,135.1582224,,,APPROXIMATE,
233,Sunshine Beach Queensland AUSTRALIA,Sunshine Beach,Queensland,AUSTRALIA,-26.407,153.105,4567,"Sunshine Beach QLD 4567, Australia",APPROXIMATE,
235,Cudgen Creek New South Wales AUSTRALIA,Cudgen Creek,New South Wales,AUSTRALIA,-28.2765787,153.5730286,2487,"Cudgen Creek, New South Wales 2487, Australia",APPROXIMATE,
236,Busselton Western Australia AUSTRALIA,Busselton,Western Australia,AUSTRALIA,-33.6531584,115.3454892,6280,"Busselton WA 6280, Australia",APPROXIMATE,
237,Native Dog Beach Western Australia AUSTRALIA,Native Dog Beach,Western Australia,AUSTRALIA,-34.450121,119.3560222,Australia,"Native Dog Beach, Bremer Bay WA 6338, Australia",APPROXIMATE,
238,Between Carnac and Garden Islands Western Australia AUSTRALIA,Between Carnac and Garden Islands,Western Australia,AUSTRALIA,-32.2043254,115.6776274,Australia,"Garden Island, WA 6168, Australia",APPROXIMATE,
239,Off Garden Island Western Australia AUSTRALIA,Off Garden Island,Western Australia,AUSTRALIA,-32.2043254,115.6776274,Australia,"Garden Island, WA 6168, Australia",APPROXIMATE,
240,Cheynes Beach Western Australia AUSTRALIA,Cheynes Beach,Western Australia,AUSTRALIA,-34.88414,118.404629,Western Australia,"12 Bald Island Road, Cheynes WA 6328, Australia",ROOFTOP,
241,Wedge Island Western Australia AUSTRALIA,Wedge Island,Western Australia,AUSTRALIA,-30.8277891,115.1879896,,,APPROXIMATE,
242,Mullaway Headland New South Wales AUSTRALIA,Mullaway Headland,New South Wales,AUSTRALIA,-30.0806073,153.1958504,2456,"Mullaway NSW 2456, Australia",APPROXIMATE,
243,Frasers Reef New South Wales AUSTRALIA,Fraser's Reef,New South Wales,AUSTRALIA,-31.2532183,146.921099,,,APPROXIMATE,
244,Cowaramup Bay Western Australia AUSTRALIA,Cowaramup Bay,Western Australia,AUSTRALIA,-33.8606025,114.9857991,,,APPROXIMATE,
245,Three Mile Creek Townsville Queensland AUSTRALIA,Three Mile Creek,Queensland,AUSTRALIA,-19.208941,146.7684223,,,APPROXIMATE,
246,Crescent Head New South Wales AUSTRALIA,Crescent Head,New South Wales,AUSTRALIA,-31.1861501,152.9132368,2440,"Crescent Head NSW 2440, Australia",APPROXIMATE,
247,Conspicuous Beach near Walpole Western Australia AUSTRALIA,Conspicuous Beach,Western Australia,AUSTRALIA,-35.0169764,116.861579,Australia,"Conspicuous Beach Rd, Nornalup WA 6333, Australia",GEOMETRIC_CENTER,
248,Point Plomer New South Wales AUSTRALIA,Point Plomer,New South Wales,AUSTRALIA,-31.315232,152.9770411,,,APPROXIMATE,
249,Dent Island Whitsundays Queensland AUSTRALIA,Dent Island,Queensland,AUSTRALIA,-20.3496288,148.9320143,Australia,"Dent Island, Whitsundays QLD, Australia",APPROXIMATE,
250,Mona Vale Beach Sydney New South Wales AUSTRALIA,Mona Vale Beach,New South Wales,AUSTRALIA,-33.6795811,151.3135485,Australia,"Mona Vale Beach, Mona Vale NSW 2103, Australia",APPROXIMATE,
251,Turners Beach New South Wales AUSTRALIA,Turners' Beach,New South Wales,AUSTRALIA,-29.4304387,153.3629052,Australia,"Turners Beach, Yamba NSW 2464, Australia",APPROXIMATE,
252,Archies Beach Queensland AUSTRALIA,Archie's Beach,Queensland,AUSTRALIA,-20.9175738,142.7027956,,,APPROXIMATE,
253,Geelong Victoria AUSTRALIA,Geelong,Victoria,AUSTRALIA,-38.1499181,144.3617186,3220,"Geelong VIC 3220, Australia",APPROXIMATE,Geelong
255,Mudjimba Island Queensland AUSTRALIA,Mudjimba Island,Queensland,AUSTRALIA,-26.6146347,153.1144871,,,APPROXIMATE,
256,Lamont Reef Queensland AUSTRALIA,Lamont Reef,Queensland,AUSTRALIA,-23.6013947,152.0308565,4805,"Lamont Reef, Queensland 4805, Australia",APPROXIMATE,
257,Coffee Head New South Wales AUSTRALIA,Coffee Head,New South Wales,AUSTRALIA,-33.8594282,151.2777455,New South Wales,"34 New South Head Rd, Vaucluse NSW 2030, Australia",ROOFTOP,
258,Hawks Nest Beach New South Wales AUSTRALIA,Hawks Nest Beach,New South Wales,AUSTRALIA,-32.6742413,152.1858925,Australia,"Bennetts Beach, Hawks Nest NSW 2324, Australia",APPROXIMATE,
259,Second Valley South Australia AUSTRALIA,Second Valley,South Australia,AUSTRALIA,-35.5367772,138.2322002,5204,"Second Valley SA 5204, Australia",APPROXIMATE,
260,Portland Victoria AUSTRALIA,Portland,Victoria,AUSTRALIA,-38.360895,141.6041155,3305,"Portland VIC 3305, Australia",APPROXIMATE,Portland
261,Lennox Heads New South Wales AUSTRALIA,Lennox Heads,New South Wales,AUSTRALIA,-28.8,153.583333,2478,"Lennox Head NSW 2478, Australia",APPROXIMATE,
264,Fingal Bay New South Wales AUSTRALIA,Fingal Bay,New South Wales,AUSTRALIA,-32.750155,152.163187,2315,"Fingal Bay NSW 2315, Australia",APPROXIMATE,
265,Blue Bay New South Wales AUSTRALIA,Blue Bay,New South Wales,AUSTRALIA,-33.353,151.501,2261,"Blue Bay NSW 2261, Australia",APPROXIMATE,
266,South Broulee New South Wales AUSTRALIA,South Broulee,New South Wales,AUSTRALIA,-35.8454284,150.1694166,2537,"Broulee NSW 2537, Australia",APPROXIMATE,
267,Batemans Bay New South Wales AUSTRALIA,Bateman's Bay,New South Wales,AUSTRALIA,-35.7143871,150.1794707,2536,"Batemans Bay NSW 2536, Australia",APPROXIMATE,
268,The Natural Jetty Rottnest Island Western Australia AUSTRALIA,The Natural Jetty,Western Australia,AUSTRALIA,-32.0063677,115.5073002,6161,"Rottnest Island WA 6161, Australia",APPROXIMATE,
269,Avalon New South Wales AUSTRALIA,Avalon,New South Wales,AUSTRALIA,-33.6302836,151.3297698,2107,"Avalon Beach NSW 2107, Australia",APPROXIMATE,
270,Batt Reef Queensland AUSTRALIA,Batt Reef,Queensland,AUSTRALIA,-16.4159528,145.7710071,4805,"Batt Reef, Queensland 4805, Australia",APPROXIMATE,
272,Bondi Beach Sydney New South Wales AUSTRALIA,Bondi Beach,New South Wales,AUSTRALIA,-33.8914755,151.2766845,Australia,"Bondi Beach, NSW 2026, Australia",APPROXIMATE,
273,Garden Point Woolloomooloo Sydney Harbour New South Wales AUSTRALIA,Garden Point,New South Wales,AUSTRALIA,-33.8641859,151.2165708,New South Wales,"Royal Botanic Gardens, Mrs Macquaries Rd, Sydney NSW 2000, Australia",GEOMETRIC_CENTER,
274,Cellito Beach New South Wales AUSTRALIA,Cellito Beach,New South Wales,AUSTRALIA,-32.3789104,152.529459,New South Wales,"LOT 7167 Sandbar Rd, Sandbar NSW 2428, Australia",ROOFTOP,
275,Sandon New South Wales AUSTRALIA,Sandon,New South Wales,AUSTRALIA,-29.6893627,153.3130678,2463,"Sandon NSW 2463, Australia",APPROXIMATE,
276,Surf Beach Batemans Bay New South Wales AUSTRALIA,Surf Beach,New South Wales,AUSTRALIA,-35.7600051,150.2052861,2536,"Surf Beach NSW 2536, Australia",APPROXIMATE,
277,Off Tower Hill Victoria AUSTRALIA,Off Tower Hill,Victoria,AUSTRALIA,-38.3332266,142.3537074,3283,"Tower Hill VIC 3283, Australia",APPROXIMATE,Off Tower Hill
278,Windang Lake Illawara New South Wales AUSTRALIA,Windang,New South Wales,AUSTRALIA,-34.5273709,150.8740205,2528,"Windang NSW 2528, Australia",APPROXIMATE,
279,Binalong Bay Tasmania AUSTRALIA,Binalong Bay,Tasmania,AUSTRALIA,-41.2491264,148.2928957,7216,"Binalong Bay TAS 7216, Australia",APPROXIMATE,
280,Fingal Beach New South Wales AUSTRALIA,Fingal Beach,New South Wales,AUSTRALIA,-28.2,153.5667,2487,"Fingal Head NSW 2487, Australia",APPROXIMATE,
281,Port Kennedy Beach Western Australia AUSTRALIA,Port Kennedy Beach,Western Australia,AUSTRALIA,-32.3522464,115.7422946,6172,"Port Kennedy WA 6172, Australia",GEOMETRIC_CENTER,
282,near Schouten Island Tasmania AUSTRALIA,near Schouten Island,Tasmania,AUSTRALIA,-42.317857,148.281927,7215,"Schouten Island, Tasmania 7215, Australia",APPROXIMATE,
283,Seal Rocks New South Wales AUSTRALIA,Seal Rocks,New South Wales,AUSTRALIA,-32.4353409,152.525707,2423,"Seal Rocks NSW 2423, Australia",APPROXIMATE,
284,Long Reef north of Sydney New South Wales AUSTRALIA,Long Reef,New South Wales,AUSTRALIA,-33.7460834,151.3040716,,,APPROXIMATE,
286,Mowarry Point New South Wales AUSTRALIA,Mowarry Point,New South Wales,AUSTRALIA,-37.1406048,150.0047629,,,APPROXIMATE,
287,North Haven South Australia AUSTRALIA,North Haven,South Australia,AUSTRALIA,-34.7864711,138.4937213,5018,"North Haven SA 5018, Australia",APPROXIMATE,
288,Oceanworld Manley New South Wales AUSTRALIA,Oceanworld,New South Wales,AUSTRALIA,-33.795355,151.285014,New South Wales,"3 Pittwater Rd, Manly NSW 2095, Australia",ROOFTOP,
290,Clarks Beach Byron Bay New South Wales AUSTRALIA,Clarks Beach,New South Wales,AUSTRALIA,-28.6396907,153.6272755,Australia,"Clarkes Beach, Byron Bay NSW 2481, Australia",APPROXIMATE,
292,Levys Beach Victoria AUSTRALIA,Levys Beach,Victoria,AUSTRALIA,-37.4713077,144.7851531,,,APPROXIMATE,Levys Beach
293,Albany Western Australia AUSTRALIA,Albany,Western Australia,AUSTRALIA,-35.0269344,117.8837206,6330,"Albany WA 6330, Australia",APPROXIMATE,
295,Duranbah Greenmount Beach Queensland AUSTRALIA,Duranbah,Queensland,AUSTRALIA,-28.1675,153.5519444,New South Wales,"LOT 448 Coral St, Tweed Heads NSW 2485, Australia",ROOFTOP,
297,Horseshoe Bay New South Wales AUSTRALIA,Horseshoe Bay,New South Wales,AUSTRALIA,-36.4058391,150.075097,,,APPROXIMATE,
298,200 km east of Coolangatta Queensland AUSTRALIA,200 km east of Coolangatta,Queensland,AUSTRALIA,-28.166667,153.533333,4225,"Coolangatta QLD 4225, Australia",APPROXIMATE,
299,Jimmys Beach New South Wales AUSTRALIA,Jimmy's Beach,New South Wales,AUSTRALIA,-32.6790132,152.1762756,,,APPROXIMATE,
300,South Stradbroke Island Queensland AUSTRALIA,South Stradbroke Island,Queensland,AUSTRALIA,-27.8335086,153.4213208,,,APPROXIMATE,
301,Bondi New South Wales AUSTRALIA,Bondi,New South Wales,AUSTRALIA,-33.89195,151.26099,2026,"Bondi NSW 2026, Australia",APPROXIMATE,
302,In a tidal creek 5 km from Wickham Western Australia AUSTRALIA,In a tidal creek 5 km from Wickham,Western Australia,AUSTRALIA,-20.6731994,117.147269,6720,"Wickham WA 6720, Australia",APPROXIMATE,
304,Byron Bay New South Wales AUSTRALIA,Byron Bay,New South Wales,AUSTRALIA,-28.6473671,153.601977,2481,"Byron Bay NSW 2481, Australia",APPROXIMATE,
305,Holmes Reef Queensland AUSTRALIA,Holmes Reef,Queensland,AUSTRALIA,-10.6005556,142.2313889,Australia,"Holmes Reef, Horn QLD 4875, Australia",APPROXIMATE,
306,Shelly Beach Crescent Head New South Wales AUSTRALIA,Shelly Beach,New South Wales,AUSTRALIA,-33.3699595,151.4858695,2261,"Shelly Beach NSW 2261, Australia",APPROXIMATE,
307,Warra Beach Coral Bay Western Australia AUSTRALIA,Warra Beach,Western Australia,AUSTRALIA,-23.1438889,113.7688889,Western Australia,"1 Robinson St, Coral Bay WA 6701, Australia",ROOFTOP,
308,Warrnambool Victoria AUSTRALIA,Warrnambool,Victoria,AUSTRALIA,-38.3686779,142.4982086,,,APPROXIMATE,Warrnambool
309,Kingscliff Beach New South Wales AUSTRALIA,Kingscliff Beach,New South Wales,AUSTRALIA,-28.251915,153.574525,2487,"Kingscliff Beach, New South Wales 2487, Australia",APPROXIMATE,
310,Mornington Island Gulf of Carpentaria Queensland AUSTRALIA,Mornington Island,Queensland,AUSTRALIA,-16.5174872,139.4059435,,,APPROXIMATE,
311,South Golden Beach New South Wales AUSTRALIA,South Golden Beach,New South Wales,AUSTRALIA,-28.4981216,153.5470945,2483,"South Golden Beach NSW 2483, Australia",APPROXIMATE,
312,Moore Park north of Bundaberg Queensland AUSTRALIA,Moore Park,Queensland,AUSTRALIA,-24.8504899,152.3506485,4670,"Bundaberg North QLD 4670, Australia",APPROXIMATE,
314,Cape Howe New South Wales AUSTRALIA,Cape Howe,New South Wales,AUSTRALIA,-37.5021775,149.9781828,,,APPROXIMATE,
315,Brunswick Heads New South Wales AUSTRALIA,Brunswick Heads,New South Wales,AUSTRALIA,-28.5557919,153.5436394,2483,"Brunswick Heads NSW 2483, Australia",APPROXIMATE,
316,Sandbar Beach New South Wales AUSTRALIA,Sandbar Beach,New South Wales,AUSTRALIA,-32.387195,152.5226878,2428,"Sandbar NSW 2428, Australia",GEOMETRIC_CENTER,
317,Winki Pop Bells Beach Victoria AUSTRALIA,Winki Pop,Victoria,AUSTRALIA,-38.3680831,144.2849552,Victoria,"90 Bells Beach Rd, Bells Beach VIC 3228, Australia",ROOFTOP,Winki Pop
318,Wharton Beach Western Australia AUSTRALIA,Wharton Beach,Western Australia,AUSTRALIA,-33.9385415,122.5434147,6450,"Wharton Beach, Western Australia 6450, Australia",APPROXIMATE,
319,Great Barrier Reef Queensland AUSTRALIA,Great Barrier Reef,Queensland,AUSTRALIA,-18.2870668,147.6991918,,,APPROXIMATE,
320,Pennington Bay Kangaroo Island South Australia AUSTRALIA,Pennington Bay,South Australia,AUSTRALIA,-35.8479736,137.7508609,Australia,"Pennington Bay Rd, Pelican Lagoon SA 5222, Australia",GEOMETRIC_CENTER,
321,Waitpinga South Australia AUSTRALIA,Waitpinga,South Australia,AUSTRALIA,-35.5996512,138.4955961,,,APPROXIMATE,
322,Moffat Beach Caloundra Queensland AUSTRALIA,Moffat Beach,Queensland,AUSTRALIA,-26.791,153.139,4551,"Moffat Beach QLD 4551, Australia",APPROXIMATE,
323,Newcastle Beach New South Wales AUSTRALIA,Newcastle Beach,New South Wales,AUSTRALIA,-32.9310039,151.7857155,,,APPROXIMATE,
324,Bondi Sydney New South Wales AUSTRALIA,Bondi,New South Wales,AUSTRALIA,-33.89195,151.26099,2026,"Bondi NSW 2026, Australia",APPROXIMATE,
325,Golden Beach Caloundra Queensland AUSTRALIA,Golden Beach,Queensland,AUSTRALIA,-26.799,153.133,4551,"Caloundra QLD 4551, Australia",APPROXIMATE,
326,Point Vernon Hervey Bay Queensland AUSTRALIA,Point Vernon,Queensland,AUSTRALIA,-25.2571241,152.8176466,4655,"Point Vernon QLD 4655, Australia",APPROXIMATE,
327,Brighton Beach Adelaide South Australia AUSTRALIA,Brighton Beach,South Australia,AUSTRALIA,-35.0244116,138.5171298,South Australia,"179 Esplanade, Brighton SA 5048, Australia",ROOFTOP,
328,Off City Beach Perth Western Australia AUSTRALIA,Off City Beach,Western Australia,AUSTRALIA,-31.9339651,115.7642086,6015,"City Beach WA 6015, Australia",APPROXIMATE,
329,Amity Point North Stradbroke Island Queensland AUSTRALIA,Amity Point,Queensland,AUSTRALIA,-27.3972508,153.4537599,4183,"Amity Point QLD 4183, Australia",APPROXIMATE,
330,St Crispin Reef Queensland AUSTRALIA,St. Crispin Reef,Queensland,AUSTRALIA,-16.1014387,145.8381246,4805,"St Crispin Reef, Queensland 4805, Australia",APPROXIMATE,
331,Middle Beach 40 km north of Adelaide South Australia AUSTRALIA,Middle Beach,South Australia,AUSTRALIA,-34.5795185,138.4821124,5501,"Middle Beach SA 5501, Australia",APPROXIMATE,
332,6 km off Collendina south of Melbourne Victoria AUSTRALIA,6 km off Collendina,Victoria,AUSTRALIA,-37.835,144.96,3205,"South Melbourne VIC 3205, Australia",APPROXIMATE,6 km off Collendina
334,Arakoons Little Bay New South Wales AUSTRALIA,Arakoon's Little Bay,New South Wales,AUSTRALIA,-33.98054,151.24301,2036,"Little Bay NSW 2036, Australia",APPROXIMATE,
335,Kangaroo Island South Australia AUSTRALIA,Kangaroo Island,South Australia,AUSTRALIA,-35.7752426,137.2142417,,,APPROXIMATE,
336,Scarborough Beach Perth Western Australia AUSTRALIA,Scarborough Beach,Western Australia,AUSTRALIA,-31.8935181,115.7548947,,,APPROXIMATE,
337,Park Beach Coffs Harbour New South Wales AUSTRALIA,Park Beach,New South Wales,AUSTRALIA,-30.2896259,153.1185548,Australia,"Park Beach, Coffs Harbour NSW 2450, Australia",APPROXIMATE,
338,Fishery Bay Eyre Peninsula South Australia AUSTRALIA,Fishery Bay,South Australia,AUSTRALIA,-34.9141667,135.6861111,,,APPROXIMATE,
339,Glenelg South Australia AUSTRALIA,Glenelg,South Australia,AUSTRALIA,-34.982,138.516,5045,"Glenelg SA 5045, Australia",APPROXIMATE,
340,50 km east of Townsville Queensland AUSTRALIA,50 km east of Townsville,Queensland,AUSTRALIA,-19.2589635,146.8169483,4810,"Townsville QLD 4810, Australia",APPROXIMATE,
341,Bermagui New South Wales AUSTRALIA,Bermagui,New South Wales,AUSTRALIA,-36.4433701,150.061362,2546,"Bermagui NSW 2546, Australia",APPROXIMATE,
342,Crookhaven New South Wales AUSTRALIA,Crookhaven,New South Wales,AUSTRALIA,-34.9211517,150.7225905,2540,"Crookhaven River, New South Wales 2540, Australia",APPROXIMATE,
343,Bronte Beach New South Wales AUSTRALIA,Bronte Beach,New South Wales,AUSTRALIA,-33.90532,151.26069,2024,"Bronte NSW 2024, Australia",APPROXIMATE,
